90.00000	0.00000	1.000
88.50000	0.00000	1.000
88.50000	90.00000	1.000
88.50000	180.00000	1.000
88.50000	270.00000	1.000
87.00000	0.00000	1.000
87.00000	45.00000	1.000
87.00000	90.00000	1.000
87.00000	135.00000	1.000
87.00000	180.00000	1.000
87.00000	225.00000	1.000
87.00000	270.00000	1.000
87.00000	315.00000	1.000
85.50000	0.00000	1.000
85.50000	30.00000	1.000
85.50000	60.00000	1.000
85.50000	90.00000	1.000
85.50000	120.00000	1.000
85.50000	150.00000	1.000
85.50000	180.00000	1.000
85.50000	210.00000	1.000
85.50000	240.00000	1.000
85.50000	270.00000	1.000
85.50000	300.00000	1.000
85.50000	330.00000	1.000
84.00000	0.00000	1.000
84.00000	22.50000	1.000
84.00000	45.00000	1.000
84.00000	67.50000	1.000
84.00000	90.00000	1.000
84.00000	112.50000	1.000
84.00000	135.00000	1.000
84.00000	157.50000	1.000
84.00000	180.00000	1.000
84.00000	202.50000	1.000
84.00000	225.00000	1.000
84.00000	247.50000	1.000
84.00000	270.00000	1.000
84.00000	292.50000	1.000
84.00000	315.00000	1.000
84.00000	337.50000	1.000
82.50000	0.00000	1.000
82.50000	18.00000	1.000
82.50000	36.00000	1.000
82.50000	54.00000	1.000
82.50000	72.00000	1.000
82.50000	90.00000	1.000
82.50000	108.00000	1.000
82.50000	126.00000	1.000
82.50000	144.00000	1.000
82.50000	162.00000	1.000
82.50000	180.00000	1.000
82.50000	198.00000	1.000
82.50000	216.00000	1.000
82.50000	234.00000	1.000
82.50000	252.00000	1.000
82.50000	270.00000	1.000
82.50000	288.00000	1.000
82.50000	306.00000	1.000
82.50000	324.00000	1.000
82.50000	342.00000	1.000
81.00000	0.00000	1.000
81.00000	15.00000	1.000
81.00000	30.00000	1.000
81.00000	45.00000	1.000
81.00000	60.00000	1.000
81.00000	75.00000	1.000
81.00000	90.00000	1.000
81.00000	105.00000	1.000
81.00000	120.00000	1.000
81.00000	135.00000	1.000
81.00000	150.00000	1.000
81.00000	165.00000	1.000
81.00000	180.00000	1.000
81.00000	195.00000	1.000
81.00000	210.00000	1.000
81.00000	225.00000	1.000
81.00000	240.00000	1.000
81.00000	255.00000	1.000
81.00000	270.00000	1.000
81.00000	285.00000	1.000
81.00000	300.00000	1.000
81.00000	315.00000	1.000
81.00000	330.00000	1.000
81.00000	345.00000	1.000
79.50000	0.00000	1.000
79.50000	12.85714	1.000
79.50000	25.71429	1.000
79.50000	38.57143	1.000
79.50000	51.42857	1.000
79.50000	64.28571	1.000
79.50000	77.14286	1.000
79.50000	90.00000	1.000
79.50000	102.85714	1.000
79.50000	115.71429	1.000
79.50000	128.57143	1.000
79.50000	141.42857	1.000
79.50000	154.28571	1.000
79.50000	167.14286	1.000
79.50000	180.00000	1.000
79.50000	192.85714	1.000
79.50000	205.71429	1.000
79.50000	218.57143	1.000
79.50000	231.42857	1.000
79.50000	244.28571	1.000
79.50000	257.14286	1.000
79.50000	270.00000	1.000
79.50000	282.85714	1.000
79.50000	295.71429	1.000
79.50000	308.57143	1.000
79.50000	321.42857	1.000
79.50000	334.28571	1.000
79.50000	347.14286	1.000
78.00000	0.00000	1.000
78.00000	11.25000	1.000
78.00000	22.50000	1.000
78.00000	33.75000	1.000
78.00000	45.00000	1.000
78.00000	56.25000	1.000
78.00000	67.50000	1.000
78.00000	78.75000	1.000
78.00000	90.00000	1.000
78.00000	101.25000	1.000
78.00000	112.50000	1.000
78.00000	123.75000	1.000
78.00000	135.00000	1.000
78.00000	146.25000	1.000
78.00000	157.50000	1.000
78.00000	168.75000	1.000
78.00000	180.00000	1.000
78.00000	191.25000	1.000
78.00000	202.50000	1.000
78.00000	213.75000	1.000
78.00000	225.00000	1.000
78.00000	236.25000	1.000
78.00000	247.50000	1.000
78.00000	258.75000	1.000
78.00000	270.00000	1.000
78.00000	281.25000	1.000
78.00000	292.50000	1.000
78.00000	303.75000	1.000
78.00000	315.00000	1.000
78.00000	326.25000	1.000
78.00000	337.50000	1.000
78.00000	348.75000	1.000
76.50000	0.00000	1.000
76.50000	10.00000	1.000
76.50000	20.00000	1.000
76.50000	30.00000	1.000
76.50000	40.00000	1.000
76.50000	50.00000	1.000
76.50000	60.00000	1.000
76.50000	70.00000	1.000
76.50000	80.00000	1.000
76.50000	90.00000	1.000
76.50000	100.00000	1.000
76.50000	110.00000	1.000
76.50000	120.00000	1.000
76.50000	130.00000	1.000
76.50000	140.00000	1.000
76.50000	150.00000	1.000
76.50000	160.00000	1.000
76.50000	170.00000	1.000
76.50000	180.00000	1.000
76.50000	190.00000	1.000
76.50000	200.00000	1.000
76.50000	210.00000	1.000
76.50000	220.00000	1.000
76.50000	230.00000	1.000
76.50000	240.00000	1.000
76.50000	250.00000	1.000
76.50000	260.00000	1.000
76.50000	270.00000	1.000
76.50000	280.00000	1.000
76.50000	290.00000	1.000
76.50000	300.00000	1.000
76.50000	310.00000	1.000
76.50000	320.00000	1.000
76.50000	330.00000	1.000
76.50000	340.00000	1.000
76.50000	350.00000	1.000
75.00000	0.00000	1.000
75.00000	9.00000	1.000
75.00000	18.00000	1.000
75.00000	27.00000	1.000
75.00000	36.00000	1.000
75.00000	45.00000	1.000
